scenario,calibration,exit_mode,replication,seed,survival_rate,mean_welfare
supplier_training,low,endogenous,103,982154,0.6667,89.6331
supplier_training,low,endogenous,104,716752,0.7,86.5296
supplier_training,low,endogenous,105,679515,0.5,72.5242
supplier_training,low,endogenous,106,74871,0.8667,94.1708
supplier_training,low,endogenous,107,638721,0.9333,98.0791
supplier_training,low,endogenous,108,665823,0.9,92.1977
supplier_training,low,endogenous,109,179452,0.3333,75.8332
supplier_training,low,endogenous,110,560087,0.4667,68.2891
supplier_training,low,endogenous,111,764545,0.9333,95.5875
supplier_training,low,endogenous,112,256703,0.9333,96.4451
supplier_training,low,endogenous,113,171340,0.6333,82.9907
supplier_training,low,endogenous,114,484715,0.6333,87.5764
supplier_training,low,endogenous,115,397888,0.7667,87.6032
supplier_training,low,endogenous,116,283061,0.4333,68.7575
supplier_training,low,endogenous,117,970343,0.5667,87.8562
supplier_training,low,endogenous,118,671089,0.5667,72.2968
supplier_training,low,endogenous,119,721591,0.3,82.5139
supplier_training,low,endogenous,120,584005,0.8,90.3498
supplier_training,low,endogenous,121,230284,0.5667,68.3849
supplier_training,low,endogenous,122,717871,0.6333,76.9984
supplier_training,low,endogenous,123,340036,0.7667,99.0664
supplier_training,low,endogenous,124,883795,0.8333,98.6945
supplier_training,low,endogenous,125,805636,0.9333,100.9199
supplier_training,low,endogenous,126,813695,0.6333,86.2151
supplier_training,low,endogenous,127,58656,0.2333,63.6432
supplier_training,low,endogenous,128,240175,0.4667,82.4201
supplier_training,low,endogenous,129,861723,0.6333,84.956
supplier_training,low,endogenous,130,33660,0.9333,96.947
supplier_training,low,endogenous,131,844152,0.7,77.7803
supplier_training,low,endogenous,132,330777,0.5333,82.2378
supplier_training,low,endogenous,133,420652,0.5333,85.4544
supplier_training,low,endogenous,134,280747,0.8333,101.0646
supplier_training,low,endogenous,135,69404,0.8333,95.8256
supplier_training,low,endogenous,136,221232,0.7667,83.9863
supplier_training,low,endogenous,137,957493,0.5667,71.3162
supplier_training,low,endogenous,138,988713,0.8333,92.4344
supplier_training,low,endogenous,139,594732,0.9667,102.9417
supplier_training,low,endogenous,140,918939,0.6667,82.0993
supplier_training,low,endogenous,141,752788,0.8667,98.816
supplier_training,low,endogenous,142,329964,0.8,90.9875
supplier_training,low,endogenous,143,222956,0.7333,83.007
supplier_training,low,endogenous,144,687278,0.5667,74.6855
supplier_training,low,endogenous,145,523482,0.9333,97.3632
supplier_training,low,endogenous,146,414851,0.4,62.1431
supplier_training,low,endogenous,147,927658,0.7667,89.231
supplier_training,low,endogenous,148,958973,0.9667,98.9809
supplier_training,low,endogenous,149,674080,0.8333,97.5236
supplier_training,low,endogenous,150,481142,0.8,93.6899
supplier_training,low,endogenous,151,149812,0.9667,98.7039
supplier_training,low,endogenous,152,277747,0.4,70.9629
supplier_training,low,endogenous,153,146414,0.6,78.4639
supplier_training,low,endogenous,154,258608,1.0,102.893
supplier_training,low,endogenous,155,781178,0.8667,91.0693
supplier_training,low,endogenous,156,588638,0.9,100.8486
supplier_training,low,endogenous,157,565159,0.8333,95.5894
supplier_training,low,endogenous,158,275505,0.8333,98.9606
supplier_training,low,endogenous,159,783301,0.6,86.2862
supplier_training,low,endogenous,160,612983,0.8333,91.6914
supplier_training,low,endogenous,161,449246,0.8667,99.0611
supplier_training,low,endogenous,162,941436,0.7333,88.2307
supplier_training,low,endogenous,163,611879,0.8,90.4095
supplier_training,low,endogenous,164,418802,0.7333,82.8139
supplier_training,low,endogenous,165,379581,0.7667,98.5769
supplier_training,low,endogenous,166,229975,0.9333,99.5046
supplier_training,low,endogenous,167,145052,0.9,96.9071
supplier_training,low,endogenous,168,534278,0.8667,96.2509
supplier_training,low,endogenous,169,517489,0.7,91.0069
supplier_training,low,endogenous,170,95326,0.6667,83.0269
supplier_training,low,endogenous,171,792496,0.9,98.345
supplier_training,low,endogenous,172,49406,0.7333,85.2905
supplier_training,low,endogenous,173,902932,0.9,97.9727
supplier_training,low,endogenous,174,114976,0.7333,83.3032
supplier_training,low,endogenous,175,160266,0.9,101.7973
supplier_training,low,endogenous,176,657925,0.5,66.0247
supplier_training,low,endogenous,177,167754,0.9667,99.8673
supplier_training,low,endogenous,178,830556,0.9333,98.5458
supplier_training,low,endogenous,179,713537,0.6667,80.679
supplier_training,low,endogenous,180,442667,0.8333,92.6904
supplier_training,low,endogenous,181,625381,0.6667,90.9526
supplier_training,low,endogenous,182,66614,0.5667,94.9093
supplier_training,low,endogenous,183,403458,0.9,100.4678
supplier_training,low,endogenous,184,400157,1.0,102.0091
supplier_training,low,endogenous,185,624835,0.7333,86.8211
supplier_training,low,endogenous,186,490786,0.6333,82.0254
supplier_training,low,endogenous,187,554817,0.5667,78.2532
supplier_training,low,endogenous,188,263627,0.8,92.219
supplier_training,low,endogenous,189,580100,0.4667,54.0373
supplier_training,low,endogenous,190,902593,0.8,96.4608
supplier_training,low,endogenous,191,988211,0.6,95.1832
supplier_training,low,endogenous,192,12039,0.8667,93.0766
supplier_training,low,endogenous,193,713329,1.0,102.6421
supplier_training,low,endogenous,194,755732,0.7,82.055
supplier_training,low,endogenous,195,120117,0.7333,92.2753
supplier_training,low,endogenous,196,714826,0.6,80.5303
supplier_training,low,endogenous,197,927768,0.3667,67.7889
supplier_training,low,endogenous,198,563055,0.3333,58.8245
supplier_training,low,endogenous,199,787353,0.6,88.2608
supplier_training,low,exogenous,0,670488,1.0,102.2709
supplier_training,low,exogenous,1,116740,1.0,102.0815
supplier_training,low,exogenous,2,26226,1.0,101.4414
supplier_training,low,exogenous,3,777573,1.0,102.0488
supplier_training,low,exogenous,4,288390,1.0,101.5901
supplier_training,low,exogenous,5,256788,1.0,103.2228
supplier_training,low,exogenous,6,234054,1.0,101.7882
supplier_training,low,exogenous,7,146317,1.0,102.3194
supplier_training,low,exogenous,8,772247,1.0,102.4845
supplier_training,low,exogenous,9,107474,1.0,103.2893
supplier_training,low,exogenous,10,709571,1.0,103.6004
supplier_training,low,exogenous,11,776647,1.0,102.9459
supplier_training,low,exogenous,12,935519,1.0,101.8601
supplier_training,low,exogenous,13,571859,1.0,102.9432
supplier_training,low,exogenous,14,91162,1.0,102.0439
supplier_training,low,exogenous,15,619177,1.0,101.3257
supplier_training,low,exogenous,16,442418,1.0,101.253
supplier_training,low,exogenous,17,33327,1.0,104.1291
supplier_training,low,exogenous,18,31245,1.0,102.6423
supplier_training,low,exogenous,19,98247,1.0,102.3679
supplier_training,low,exogenous,20,229259,1.0,103.1827
supplier_training,low,exogenous,21,243963,1.0,103.3524
supplier_training,low,exogenous,22,529904,1.0,103.9013
supplier_training,low,exogenous,23,631263,1.0,103.2793
supplier_training,low,exogenous,24,27825,1.0,101.8092
supplier_training,low,exogenous,25,588509,1.0,102.2976
supplier_training,low,exogenous,26,208497,1.0,101.8026
supplier_training,low,exogenous,27,750801,1.0,101.8527
supplier_training,low,exogenous,28,681454,1.0,102.9683
supplier_training,low,exogenous,29,735393,1.0,102.5264
supplier_training,low,exogenous,30,571413,1.0,102.5807
supplier_training,low,exogenous,31,439899,1.0,103.6384
supplier_training,low,exogenous,32,231149,1.0,100.6649
supplier_training,low,exogenous,33,471030,1.0,102.155
supplier_training,low,exogenous,34,617890,1.0,102.6373
supplier_training,low,exogenous,35,291705,1.0,104.1971
supplier_training,low,exogenous,36,848750,1.0,102.2757
supplier_training,low,exogenous,37,911528,1.0,102.6304
supplier_training,low,exogenous,38,6815,1.0,102.14
supplier_training,low,exogenous,39,795668,1.0,102.5943
supplier_training,low,exogenous,40,844963,1.0,103.0087
supplier_training,low,exogenous,41,167415,1.0,102.9177
supplier_training,low,exogenous,42,732053,1.0,102.9633
supplier_training,low,exogenous,43,443144,1.0,101.6765
supplier_training,low,exogenous,44,356779,1.0,101.0013
supplier_training,low,exogenous,45,291370,1.0,101.997
supplier_training,low,exogenous,46,163033,1.0,102.9787
supplier_training,low,exogenous,47,225773,1.0,101.7786
supplier_training,low,exogenous,48,800582,1.0,102.7107
supplier_training,low,exogenous,49,352945,1.0,102.998
supplier_training,low,exogenous,50,107176,1.0,102.4213
supplier_training,low,exogenous,51,97252,1.0,102.0136
supplier_training,low,exogenous,52,398383,1.0,102.3326
supplier_training,low,exogenous,53,101415,1.0,101.7663
supplier_training,low,exogenous,54,376418,1.0,103.0605
supplier_training,low,exogenous,55,888663,1.0,103.0729
supplier_training,low,exogenous,56,360664,1.0,101.6474
supplier_training,low,exogenous,57,633053,1.0,101.1174
supplier_training,low,exogenous,58,277371,1.0,101.8255
supplier_training,low,exogenous,59,846336,1.0,102.2644
supplier_training,low,exogenous,60,45562,1.0,102.7569
supplier_training,low,exogenous,61,765180,1.0,101.7602
supplier_training,low,exogenous,62,481742,1.0,102.3346
supplier_training,low,exogenous,63,562276,1.0,101.4823
supplier_training,low,exogenous,64,130890,1.0,102.5116
supplier_training,low,exogenous,65,967097,1.0,102.8324
supplier_training,low,exogenous,66,396923,1.0,101.6393
supplier_training,low,exogenous,67,82628,1.0,102.0798
supplier_training,low,exogenous,68,578857,1.0,102.1376
supplier_training,low,exogenous,69,307420,1.0,102.1639
supplier_training,low,exogenous,70,869694,1.0,102.4728
supplier_training,low,exogenous,71,659177,1.0,101.3952
supplier_training,low,exogenous,72,648565,1.0,102.2277
supplier_training,low,exogenous,73,928464,1.0,102.4372
supplier_training,low,exogenous,74,903566,1.0,102.9668
supplier_training,low,exogenous,75,379202,1.0,103.5092
supplier_training,low,exogenous,76,605398,1.0,101.6594
supplier_training,low,exogenous,77,201630,1.0,101.2809
supplier_training,low,exogenous,78,738798,1.0,101.5769
supplier_training,low,exogenous,79,72934,1.0,102.3956
supplier_training,low,exogenous,80,48051,1.0,103.1677
supplier_training,low,exogenous,81,693385,1.0,101.2248
supplier_training,low,exogenous,82,238969,1.0,103.6936
supplier_training,low,exogenous,83,810621,1.0,102.1929
supplier_training,low,exogenous,84,303446,1.0,102.2952
supplier_training,low,exogenous,85,83668,1.0,103.0993
supplier_training,low,exogenous,86,896866,1.0,101.3396
supplier_training,low,exogenous,87,244099,1.0,102.2612
supplier_training,low,exogenous,88,908574,1.0,102.1531
supplier_training,low,exogenous,89,105908,1.0,102.7856
supplier_training,low,exogenous,90,398592,1.0,102.8025
supplier_training,low,exogenous,91,291477,1.0,102.4515
supplier_training,low,exogenous,92,475436,1.0,102.7312
supplier_training,low,exogenous,93,666564,1.0,102.8043
supplier_training,low,exogenous,94,874629,1.0,103.7292
supplier_training,low,exogenous,95,382555,1.0,102.1007
supplier_training,low,exogenous,96,170556,1.0,102.875
supplier_training,low,exogenous,97,388163,1.0,101.3747
supplier_training,low,exogenous,98,372529,1.0,102.9647
supplier_training,low,exogenous,99,219685,1.0,101.986
supplier_training,low,exogenous,100,702730,1.0,102.432
supplier_training,low,exogenous,101,279947,1.0,101.8561
supplier_training,low,exogenous,102,735912,1.0,102.0734
supplier_training,low,exogenous,103,982154,1.0,103.3548
supplier_training,low,exogenous,104,716752,1.0,102.1929
supplier_training,low,exogenous,105,679515,1.0,102.4124
supplier_training,low,exogenous,106,74871,1.0,103.4449
supplier_training,low,exogenous,107,638721,1.0,103.1062
supplier_training,low,exogenous,108,665823,1.0,101.6643
supplier_training,low,exogenous,109,179452,1.0,102.3919
supplier_training,low,exogenous,110,560087,1.0,103.3688
supplier_training,low,exogenous,111,764545,1.0,100.8789
supplier_training,low,exogenous,112,256703,1.0,101.685
supplier_training,low,exogenous,113,171340,1.0,102.2968
supplier_training,low,exogenous,114,484715,1.0,102.6589
supplier_training,low,exogenous,115,397888,1.0,102.5947
supplier_training,low,exogenous,116,283061,1.0,102.967
supplier_training,low,exogenous,117,970343,1.0,102.2807
supplier_training,low,exogenous,118,671089,1.0,102.1969
supplier_training,low,exogenous,119,721591,1.0,101.5063
supplier_training,low,exogenous,120,584005,1.0,102.827
supplier_training,low,exogenous,121,230284,1.0,101.867
supplier_training,low,exogenous,122,717871,1.0,103.2448
supplier_training,low,exogenous,123,340036,1.0,101.8035
supplier_training,low,exogenous,124,883795,1.0,102.4632
supplier_training,low,exogenous,125,805636,1.0,103.0011
supplier_training,low,exogenous,126,813695,1.0,102.1857
supplier_training,low,exogenous,127,58656,1.0,102.8323
supplier_training,low,exogenous,128,240175,1.0,102.5877
supplier_training,low,exogenous,129,861723,1.0,102.4911
supplier_training,low,exogenous,130,33660,1.0,102.8669
supplier_training,low,exogenous,131,844152,1.0,102.7125
supplier_training,low,exogenous,132,330777,1.0,102.2927
supplier_training,low,exogenous,133,420652,1.0,102.8707
supplier_training,low,exogenous,134,280747,1.0,102.6704
supplier_training,low,exogenous,135,69404,1.0,102.9626
supplier_training,low,exogenous,136,221232,1.0,102.2496
supplier_training,low,exogenous,137,957493,1.0,102.4655
supplier_training,low,exogenous,138,988713,1.0,102.4179
supplier_training,low,exogenous,139,594732,1.0,102.885
supplier_training,low,exogenous,140,918939,1.0,103.3845
supplier_training,low,exogenous,141,752788,1.0,102.6592
supplier_training,low,exogenous,142,329964,1.0,101.4721
supplier_training,low,exogenous,143,222956,1.0,102.8591
supplier_training,low,exogenous,144,687278,1.0,102.8045
supplier_training,low,exogenous,145,523482,1.0,102.0177
supplier_training,low,exogenous,146,414851,1.0,102.4496
supplier_training,low,exogenous,147,927658,1.0,101.4622
supplier_training,low,exogenous,148,958973,1.0,102.2565
supplier_training,low,exogenous,149,674080,1.0,102.5563
supplier_training,low,exogenous,150,481142,1.0,102.4695
supplier_training,low,exogenous,151,149812,1.0,101.7913
supplier_training,low,exogenous,152,277747,1.0,101.6447
supplier_training,low,exogenous,153,146414,1.0,102.2853
supplier_training,low,exogenous,154,258608,1.0,102.9053
supplier_training,low,exogenous,155,781178,1.0,101.1739
supplier_training,low,exogenous,156,588638,1.0,103.5504
supplier_training,low,exogenous,157,565159,1.0,102.4489
supplier_training,low,exogenous,158,275505,1.0,102.7569
supplier_training,low,exogenous,159,783301,1.0,103.0532
supplier_training,low,exogenous,160,612983,1.0,102.1944
supplier_training,low,exogenous,161,449246,1.0,103.2141
supplier_training,low,exogenous,162,941436,1.0,101.9896
supplier_training,low,exogenous,163,611879,1.0,102.0912
supplier_training,low,exogenous,164,418802,1.0,102.6873
supplier_training,low,exogenous,165,379581,1.0,102.7619
supplier_training,low,exogenous,166,229975,1.0,103.4651
supplier_training,low,exogenous,167,145052,1.0,101.7717
supplier_training,low,exogenous,168,534278,1.0,102.5073
supplier_training,low,exogenous,169,517489,1.0,103.451
supplier_training,low,exogenous,170,95326,1.0,102.6594
supplier_training,low,exogenous,171,792496,1.0,101.0325
supplier_training,low,exogenous,172,49406,1.0,102.2285
supplier_training,low,exogenous,173,902932,1.0,101.7284
supplier_training,low,exogenous,174,114976,1.0,102.5727
supplier_training,low,exogenous,175,160266,1.0,102.2476
supplier_training,low,exogenous,176,657925,1.0,103.2226
supplier_training,low,exogenous,177,167754,1.0,103.2324
supplier_training,low,exogenous,178,830556,1.0,103.3583
supplier_training,low,exogenous,179,713537,1.0,102.072
supplier_training,low,exogenous,180,442667,1.0,102.9742
supplier_training,low,exogenous,181,625381,1.0,102.2666
supplier_training,low,exogenous,182,66614,1.0,102.2335
supplier_training,low,exogenous,183,403458,1.0,101.7444
supplier_training,low,exogenous,184,400157,1.0,102.0665
supplier_training,low,exogenous,185,624835,1.0,101.9153
supplier_training,low,exogenous,186,490786,1.0,101.8704
supplier_training,low,exogenous,187,554817,1.0,102.9261
supplier_training,low,exogenous,188,263627,1.0,102.2085
supplier_training,low,exogenous,189,580100,1.0,102.3724
supplier_training,low,exogenous,190,902593,1.0,102.1216
supplier_training,low,exogenous,191,988211,1.0,102.6644
supplier_training,low,exogenous,192,12039,1.0,102.4584
supplier_training,low,exogenous,193,713329,1.0,102.5231
supplier_training,low,exogenous,194,755732,1.0,103.1555
supplier_training,low,exogenous,195,120117,1.0,102.3215
supplier_training,low,exogenous,196,714826,1.0,102.7295
supplier_training,low,exogenous,197,927768,1.0,103.4253
supplier_training,low,exogenous,198,563055,1.0,102.6343
supplier_training,low,exogenous,199,787353,1.0,101.2798
cumulative_policy,low,endogenous,0,670488,0.5333,94.9026
cumulative_policy,low,endogenous,1,116740,0.8,109.3218
cumulative_policy,low,endogenous,2,26226,0.9,122.3595
cumulative_policy,low,endogenous,3,777573,0.9667,125.0785
cumulative_policy,low,endogenous,4,288390,0.8333,121.2647
cumulative_policy,low,endogenous,5,256788,0.5,84.2547
cumulative_policy,low,endogenous,6,234054,0.5,83.6655
cumulative_policy,low,endogenous,7,146317,0.7667,114.4013
cumulative_policy,low,endogenous,8,772247,0.6667,107.2589
cumulative_policy,low,endogenous,9,107474,0.8,124.3532
cumulative_policy,low,endogenous,10,709571,0.6,99.3146
cumulative_policy,low,endogenous,11,776647,0.8333,120.7589
cumulative_policy,low,endogenous,12,935519,0.8,115.9666
cumulative_policy,low,endogenous,13,571859,0.8333,113.8062
cumulative_policy,low,endogenous,14,91162,0.4,61.0778
cumulative_policy,low,endogenous,15,619177,0.4333,116.7439
cumulative_policy,low,endogenous,16,442418,0.9667,130.1353
cumulative_policy,low,endogenous,17,33327,0.9,119.8609
cumulative_policy,low,endogenous,18,31245,0.9333,124.2841
cumulative_policy,low,endogenous,19,98247,0.9333,122.8985
cumulative_policy,low,endogenous,20,229259,0.9667,122.8537
cumulative_policy,low,endogenous,21,243963,0.7667,116.7335
cumulative_policy,low,endogenous,22,529904,0.6667,107.6521
cumulative_policy,low,endogenous,23,631263,0.4667,94.307
cumulative_policy,low,endogenous,24,27825,0.8333,113.0256
cumulative_policy,low,endogenous,25,588509,0.8333,120.6443
cumulative_policy,low,endogenous,26,208497,0.6333,114.5223
cumulative_policy,low,endogenous,27,750801,0.7333,108.7324
cumulative_policy,low,endogenous,28,681454,0.6667,112.9365
cumulative_policy,low,endogenous,29,735393,0.4667,96.8843
cumulative_policy,low,endogenous,30,571413,0.7,118.5892
cumulative_policy,low,endogenous,31,439899,0.6333,111.6058
cumulative_policy,low,endogenous,32,231149,0.7,112.134
cumulative_policy,low,endogenous,33,471030,0.6,99.2286
cumulative_policy,low,endogenous,34,617890,0.9667,125.3667
cumulative_policy,low,endogenous,35,291705,0.4,82.3977
cumulative_policy,low,endogenous,36,848750,0.7,115.6098
cumulative_policy,low,endogenous,37,911528,0.7667,120.9135
cumulative_policy,low,endogenous,38,6815,0.7333,113.4727
cumulative_policy,low,endogenous,39,795668,0.8667,116.3469
cumulative_policy,low,endogenous,40,844963,0.8333,112.7415
cumulative_policy,low,endogenous,41,167415,0.8667,114.0331
cumulative_policy,low,endogenous,42,732053,0.8667,118.521
cumulative_policy,low,endogenous,43,443144,0.6333,107.7864
cumulative_policy,low,endogenous,44,356779,0.8333,112.0302
cumulative_policy,low,endogenous,45,291370,0.7667,125.319
cumulative_policy,low,endogenous,46,163033,0.6,109.7318
cumulative_policy,low,endogenous,47,225773,0.6667,119.341
cumulative_policy,low,endogenous,48,800582,0.9333,123.3011
cumulative_policy,low,endogenous,49,352945,0.8,122.479
cumulative_policy,low,endogenous,50,107176,0.8,113.3119
cumulative_policy,low,endogenous,51,97252,0.8,122.1503
cumulative_policy,low,endogenous,52,398383,0.7667,107.0464
cumulative_policy,low,endogenous,53,101415,0.9667,126.5886
cumulative_policy,low,endogenous,54,376418,0.7333,112.6251
cumulative_policy,low,endogenous,55,888663,0.5333,100.5869
cumulative_policy,low,endogenous,56,360664,0.9667,128.478
cumulative_policy,low,endogenous,57,633053,0.3667,75.0523
cumulative_policy,low,endogenous,58,277371,0.8667,121.7785
cumulative_policy,low,endogenous,59,846336,0.9333,124.2455
cumulative_policy,low,endogenous,60,45562,0.8,116.0445
cumulative_policy,low,endogenous,61,765180,0.5333,88.7271
cumulative_policy,low,endogenous,62,481742,0.6667,110.8698
cumulative_policy,low,endogenous,63,562276,0.7667,104.9819
cumulative_policy,low,endogenous,64,130890,0.7333,115.9755
cumulative_policy,low,endogenous,65,967097,0.7667,114.2919
cumulative_policy,low,endogenous,66,396923,0.5333,91.4862
cumulative_policy,low,endogenous,67,82628,0.9,120.5085
cumulative_policy,low,endogenous,68,578857,0.8,109.973
cumulative_policy,low,endogenous,69,307420,0.5,110.1035
cumulative_policy,low,endogenous,70,869694,0.7,98.0439
cumulative_policy,low,endogenous,71,659177,0.6667,102.6049
cumulative_policy,low,endogenous,72,648565,0.6667,107.6755
cumulative_policy,low,endogenous,73,928464,0.6667,114.1757
cumulative_policy,low,endogenous,74,903566,0.9333,127.0375
cumulative_policy,low,endogenous,75,379202,0.4,75.9446
cumulative_policy,low,endogenous,76,605398,0.9667,128.9741
cumulative_policy,low,endogenous,77,201630,0.9,122.2409
cumulative_policy,low,endogenous,78,738798,0.6,103.2953
cumulative_policy,low,endogenous,79,72934,0.8,116.9845
cumulative_policy,low,endogenous,80,48051,0.5667,100.9947
cumulative_policy,low,endogenous,81,693385,0.8667,123.1417
cumulative_policy,low,endogenous,82,238969,0.9,125.0647
cumulative_policy,low,endogenous,83,810621,0.5667,88.4429
cumulative_policy,low,endogenous,84,303446,0.5,85.2008
cumulative_policy,low,endogenous,85,83668,0.6,114.1342
cumulative_policy,low,endogenous,86,896866,0.7,111.6336
cumulative_policy,low,endogenous,87,244099,0.8667,125.7508
cumulative_policy,low,endogenous,88,908574,0.8333,121.868
cumulative_policy,low,endogenous,89,105908,0.7667,118.7292
cumulative_policy,low,endogenous,90,398592,0.7667,118.4873
cumulative_policy,low,endogenous,91,291477,0.9667,127.6546
cumulative_policy,low,endogenous,92,475436,0.3667,77.7097
cumulative_policy,low,endogenous,93,666564,0.9333,128.4653
cumulative_policy,low,endogenous,94,874629,0.4333,75.1596
cumulative_policy,low,endogenous,95,382555,0.8,110.3688
cumulative_policy,low,endogenous,96,170556,0.7,104.5689
cumulative_policy,low,endogenous,97,388163,0.8,112.3143
cumulative_policy,low,endogenous,98,372529,0.5667,116.299
cumulative_policy,low,endogenous,99,219685,0.9333,123.7979
cumulative_policy,low,endogenous,100,702730,0.7,112.9178
cumulative_policy,low,endogenous,101,279947,0.8,109.9018
cumulative_policy,low,endogenous,102,735912,0.6667,97.0592
cumulative_policy,low,endogenous,103,982154,0.8333,117.2398
cumulative_policy,low,endogenous,104,716752,0.5667,100.0277
cumulative_policy,low,endogenous,105,679515,0.5667,94.2355
cumulative_policy,low,endogenous,106,74871,0.9333,123.1446
cumulative_policy,low,endogenous,107,638721,0.9333,123.6488
cumulative_policy,low,endogenous,108,665823,0.8667,110.3208
cumulative_policy,low,endogenous,109,179452,0.5333,95.8329
cumulative_policy,low,endogenous,110,560087,0.2333,58.0057
cumulative_policy,low,endogenous,111,764545,0.9333,122.698
cumulative_policy,low,endogenous,112,256703,0.9333,119.8946
cumulative_policy,low,endogenous,113,171340,0.5333,92.7235
cumulative_policy,low,endogenous,114,484715,0.7,117.8349
cumulative_policy,low,endogenous,115,397888,0.5667,104.5056
cumulative_policy,low,endogenous,116,283061,0.4333,83.6953
cumulative_policy,low,endogenous,117,970343,0.3667,106.7364
cumulative_policy,low,endogenous,118,671089,0.6333,94.4932
cumulative_policy,low,endogenous,119,721591,0.5,79.8968
cumulative_policy,low,endogenous,120,584005,0.5,89.0621
cumulative_policy,low,endogenous,121,230284,0.8333,111.6188
cumulative_policy,low,endogenous,122,717871,0.7333,105.1501
cumulative_policy,low,endogenous,123,340036,0.7333,126.2575
cumulative_policy,low,endogenous,124,883795,0.9333,128.8481
cumulative_policy,low,endogenous,125,805636,0.9333,123.4756
cumulative_policy,low,endogenous,126,813695,0.6,100.5406
cumulative_policy,low,endogenous,127,58656,0.6333,101.1287
cumulative_policy,low,endogenous,128,240175,0.4333,109.969
cumulative_policy,low,endogenous,129,861723,0.5333,96.6006
cumulative_policy,low,endogenous,130,33660,0.8667,112.347
cumulative_policy,low,endogenous,131,844152,0.6333,92.0751
cumulative_policy,low,endogenous,132,330777,0.8667,121.597
cumulative_policy,low,endogenous,133,420652,0.4667,103.8249
cumulative_policy,low,endogenous,134,280747,0.8,127.8878
cumulative_policy,low,endogenous,135,69404,0.8667,122.3631
cumulative_policy,low,endogenous,136,221232,0.6333,99.1808
cumulative_policy,low,endogenous,137,957493,0.4667,76.8983
cumulative_policy,low,endogenous,138,988713,0.8333,115.2528
cumulative_policy,low,endogenous,139,594732,0.9667,129.3283
cumulative_policy,low,endogenous,140,918939,0.8,120.8344
cumulative_policy,low,endogenous,141,752788,0.8667,124.5102
cumulative_policy,low,endogenous,142,329964,0.7667,111.3799
cumulative_policy,low,endogenous,143,222956,0.8333,111.8171
cumulative_policy,low,endogenous,144,687278,0.6333,91.8631
cumulative_policy,low,endogenous,145,523482,0.9333,123.3434
cumulative_policy,low,endogenous,146,414851,0.7,99.9022
cumulative_policy,low,endogenous,147,927658,0.6333,111.6985
cumulative_policy,low,endogenous,148,958973,0.9667,123.4259
cumulative_policy,low,endogenous,149,674080,0.5333,116.274
cumulative_policy,low,endogenous,150,481142,0.7333,113.4345
cumulative_policy,low,endogenous,151,149812,0.9333,124.3006
cumulative_policy,low,endogenous,152,277747,0.7,111.5081
cumulative_policy,low,endogenous,153,146414,0.6,99.8386
cumulative_policy,low,endogenous,154,258608,1.0,131.9162
cumulative_policy,low,endogenous,155,781178,0.9,119.3422
cumulative_policy,low,endogenous,156,588638,0.8,114.4011
cumulative_policy,low,endogenous,157,565159,0.9,121.1646
cumulative_policy,low,endogenous,158,275505,0.6333,118.6508
cumulative_policy,low,endogenous,159,783301,0.6,107.6401
cumulative_policy,low,endogenous,160,612983,0.8333,116.5657
cumulative_policy,low,endogenous,161,449246,0.8,121.6119
cumulative_policy,low,endogenous,162,941436,0.5667,93.877
cumulative_policy,low,endogenous,163,611879,0.6333,100.0736
cumulative_policy,low,endogenous,164,418802,0.8667,117.6137
cumulative_policy,low,endogenous,165,379581,0.8333,124.3661
cumulative_policy,low,endogenous,166,229975,0.7333,104.448
cumulative_policy,low,endogenous,167,145052,0.8333,118.1718
cumulative_policy,low,endogenous,168,534278,0.8667,121.5901
cumulative_policy,low,endogenous,169,517489,0.4667,100.3159
cumulative_policy,low,endogenous,170,95326,0.6,99.2368
cumulative_policy,low,endogenous,171,792496,0.9,124.5588
cumulative_policy,low,endogenous,172,49406,0.6667,104.1303
cumulative_policy,low,endogenous,173,902932,0.9,126.3094
cumulative_policy,low,endogenous,174,114976,0.7333,106.5187
cumulative_policy,low,endogenous,175,160266,0.9333,127.4491
cumulative_policy,low,endogenous,176,657925,0.5667,88.8487
cumulative_policy,low,endogenous,177,167754,0.9667,125.5281
cumulative_policy,low,endogenous,178,830556,0.9,119.9886
cumulative_policy,low,endogenous,179,713537,0.6667,104.9662
cumulative_policy,low,endogenous,180,442667,0.7333,106.9754
cumulative_policy,low,endogenous,181,625381,0.7667,120.7592
cumulative_policy,low,endogenous,182,66614,0.8,125.0432
cumulative_policy,low,endogenous,183,403458,0.9,127.5781
cumulative_policy,low,endogenous,184,400157,1.0,129.8669
cumulative_policy,low,endogenous,185,624835,0.6667,110.9239
cumulative_policy,low,endogenous,186,490786,0.6,98.4978
cumulative_policy,low,endogenous,187,554817,0.6,97.8437
cumulative_policy,low,endogenous,188,263627,0.8333,119.855
cumulative_policy,low,endogenous,189,580100,0.8667,112.7908
cumulative_policy,low,endogenous,190,902593,0.7667,120.1876
cumulative_policy,low,endogenous,191,988211,0.5,117.176
cumulative_policy,low,endogenous,192,12039,0.9333,124.1011
cumulative_policy,low,endogenous,193,713329,1.0,130.0193
cumulative_policy,low,endogenous,194,755732,0.6,95.3772
cumulative_policy,low,endogenous,195,120117,0.6333,115.9662
cumulative_policy,low,endogenous,196,714826,0.7333,107.1583
cumulative_policy,low,endogenous,197,927768,0.3667,89.6941
cumulative_policy,low,endogenous,198,563055,0.6333,95.3112
