scenario,calibration,exit_mode,replication,seed,survival_rate,mean_welfare
supply_quota,mid,endogenous,114,484715,0.6333,38.1269
supply_quota,mid,endogenous,115,397888,0.7667,46.1156
supply_quota,mid,endogenous,116,283061,0.4333,29.7566
supply_quota,mid,endogenous,117,970343,0.5667,38.4413
supply_quota,mid,endogenous,118,671089,0.5667,26.8714
supply_quota,mid,endogenous,119,721591,0.3,34.9111
supply_quota,mid,endogenous,120,584005,0.8,36.3578
supply_quota,mid,endogenous,121,230284,0.5667,35.0519
supply_quota,mid,endogenous,122,717871,0.6333,38.2395
supply_quota,mid,endogenous,123,340036,0.7667,42.4145
supply_quota,mid,endogenous,124,883795,0.8333,37.1138
supply_quota,mid,endogenous,125,805636,0.9333,46.2384
supply_quota,mid,endogenous,126,813695,0.6333,39.9309
supply_quota,mid,endogenous,127,58656,0.2333,28.3665
supply_quota,mid,endogenous,128,240175,0.4667,40.4186
supply_quota,mid,endogenous,129,861723,0.6333,31.302
supply_quota,mid,endogenous,130,33660,0.9333,36.5171
supply_quota,mid,endogenous,131,844152,0.7,30.4678
supply_quota,mid,endogenous,132,330777,0.5333,35.345
supply_quota,mid,endogenous,133,420652,0.5333,44.4231
supply_quota,mid,endogenous,134,280747,0.8333,43.0886
supply_quota,mid,endogenous,135,69404,0.8333,45.8559
supply_quota,mid,endogenous,136,221232,0.7667,32.5874
supply_quota,mid,endogenous,137,957493,0.5667,35.0833
supply_quota,mid,endogenous,138,988713,0.8333,47.0191
supply_quota,mid,endogenous,139,594732,0.9667,41.177
supply_quota,mid,endogenous,140,918939,0.6667,38.9829
supply_quota,mid,endogenous,141,752788,0.8667,37.8423
supply_quota,mid,endogenous,142,329964,0.8,33.7765
supply_quota,mid,endogenous,143,222956,0.7333,35.8062
supply_quota,mid,endogenous,144,687278,0.5667,30.3862
supply_quota,mid,endogenous,145,523482,0.9333,46.4436
supply_quota,mid,endogenous,146,414851,0.4,21.2198
supply_quota,mid,endogenous,147,927658,0.7667,38.1788
supply_quota,mid,endogenous,148,958973,0.9667,45.7117
supply_quota,mid,endogenous,149,674080,0.8333,37.439
supply_quota,mid,endogenous,150,481142,0.8,41.6924
supply_quota,mid,endogenous,151,149812,0.9667,34.2373
supply_quota,mid,endogenous,152,277747,0.4,28.1694
supply_quota,mid,endogenous,153,146414,0.6,37.2287
supply_quota,mid,endogenous,154,258608,1.0,39.306
supply_quota,mid,endogenous,155,781178,0.8667,26.1238
supply_quota,mid,endogenous,156,588638,0.9,43.3085
supply_quota,mid,endogenous,157,565159,0.8333,38.2089
supply_quota,mid,endogenous,158,275505,0.8333,47.09
supply_quota,mid,endogenous,159,783301,0.6,37.7631
supply_quota,mid,endogenous,160,612983,0.8333,31.5072
supply_quota,mid,endogenous,161,449246,0.8667,40.1007
supply_quota,mid,endogenous,162,941436,0.7333,34.4996
supply_quota,mid,endogenous,163,611879,0.8,35.1823
supply_quota,mid,endogenous,164,418802,0.7333,39.9627
supply_quota,mid,endogenous,165,379581,0.7667,39.5408
supply_quota,mid,endogenous,166,229975,0.9333,47.5816
supply_quota,mid,endogenous,167,145052,0.9,41.3591
supply_quota,mid,endogenous,168,534278,0.8667,45.2111
supply_quota,mid,endogenous,169,517489,0.7,54.2181
supply_quota,mid,endogenous,170,95326,0.6667,36.305
supply_quota,mid,endogenous,171,792496,0.9,34.4805
supply_quota,mid,endogenous,172,49406,0.7333,39.9736
supply_quota,mid,endogenous,173,902932,0.9,39.9681
supply_quota,mid,endogenous,174,114976,0.7333,38.2878
supply_quota,mid,endogenous,175,160266,0.9,33.6467
supply_quota,mid,endogenous,176,657925,0.5,34.354
supply_quota,mid,endogenous,177,167754,0.9667,51.7795
supply_quota,mid,endogenous,178,830556,0.9333,47.9661
supply_quota,mid,endogenous,179,713537,0.6667,27.7638
supply_quota,mid,endogenous,180,442667,0.8333,43.983
supply_quota,mid,endogenous,181,625381,0.6667,43.267
supply_quota,mid,endogenous,182,66614,0.5667,39.0072
supply_quota,mid,endogenous,183,403458,0.9,40.2877
supply_quota,mid,endogenous,184,400157,1.0,46.2239
supply_quota,mid,endogenous,185,624835,0.7333,36.5038
supply_quota,mid,endogenous,186,490786,0.6333,38.3866
supply_quota,mid,endogenous,187,554817,0.5667,40.0342
supply_quota,mid,endogenous,188,263627,0.8,37.7091
supply_quota,mid,endogenous,189,580100,0.4667,24.769
supply_quota,mid,endogenous,190,902593,0.8,32.9142
supply_quota,mid,endogenous,191,988211,0.6,38.5202
supply_quota,mid,endogenous,192,12039,0.8667,44.1073
supply_quota,mid,endogenous,193,713329,1.0,48.5817
supply_quota,mid,endogenous,194,755732,0.7,39.8468
supply_quota,mid,endogenous,195,120117,0.7333,40.67
supply_quota,mid,endogenous,196,714826,0.6,35.697
supply_quota,mid,endogenous,197,927768,0.3667,32.9183
supply_quota,mid,endogenous,198,563055,0.3333,25.7756
supply_quota,mid,endogenous,199,787353,0.6,25.1581
supply_quota,mid,exogenous,0,670488,1.0,40.8814
supply_quota,mid,exogenous,1,116740,1.0,36.8102
supply_quota,mid,exogenous,2,26226,1.0,33.2058
supply_quota,mid,exogenous,3,777573,1.0,42.2381
supply_quota,mid,exogenous,4,288390,1.0,31.698
supply_quota,mid,exogenous,5,256788,1.0,56.6809
supply_quota,mid,exogenous,6,234054,1.0,50.1034
supply_quota,mid,exogenous,7,146317,1.0,44.4424
supply_quota,mid,exogenous,8,772247,1.0,45.5869
supply_quota,mid,exogenous,9,107474,1.0,54.2649
supply_quota,mid,exogenous,10,709571,1.0,50.5846
supply_quota,mid,exogenous,11,776647,1.0,51.7266
supply_quota,mid,exogenous,12,935519,1.0,49.7511
supply_quota,mid,exogenous,13,571859,1.0,44.6656
supply_quota,mid,exogenous,14,91162,1.0,42.5985
supply_quota,mid,exogenous,15,619177,1.0,33.6476
supply_quota,mid,exogenous,16,442418,1.0,34.8593
supply_quota,mid,exogenous,17,33327,1.0,57.528
supply_quota,mid,exogenous,18,31245,1.0,45.3392
supply_quota,mid,exogenous,19,98247,1.0,44.1802
supply_quota,mid,exogenous,20,229259,1.0,46.2752
supply_quota,mid,exogenous,21,243963,1.0,60.0635
supply_quota,mid,exogenous,22,529904,1.0,52.9902
supply_quota,mid,exogenous,23,631263,1.0,49.9353
supply_quota,mid,exogenous,24,27825,1.0,36.6696
supply_quota,mid,exogenous,25,588509,1.0,48.3985
supply_quota,mid,exogenous,26,208497,1.0,42.8893
supply_quota,mid,exogenous,27,750801,1.0,32.8843
supply_quota,mid,exogenous,28,681454,1.0,46.9033
supply_quota,mid,exogenous,29,735393,1.0,45.7246
supply_quota,mid,exogenous,30,571413,1.0,53.382
supply_quota,mid,exogenous,31,439899,1.0,55.4772
supply_quota,mid,exogenous,32,231149,1.0,32.9895
supply_quota,mid,exogenous,33,471030,1.0,40.2084
supply_quota,mid,exogenous,34,617890,1.0,53.9202
supply_quota,mid,exogenous,35,291705,1.0,55.3401
supply_quota,mid,exogenous,36,848750,1.0,41.9636
supply_quota,mid,exogenous,37,911528,1.0,44.1242
supply_quota,mid,exogenous,38,6815,1.0,41.5737
supply_quota,mid,exogenous,39,795668,1.0,48.5433
supply_quota,mid,exogenous,40,844963,1.0,47.4159
supply_quota,mid,exogenous,41,167415,1.0,50.9503
supply_quota,mid,exogenous,42,732053,1.0,47.7208
supply_quota,mid,exogenous,43,443144,1.0,32.1972
supply_quota,mid,exogenous,44,356779,1.0,30.9784
supply_quota,mid,exogenous,45,291370,1.0,38.5064
supply_quota,mid,exogenous,46,163033,1.0,44.6959
supply_quota,mid,exogenous,47,225773,1.0,48.1822
supply_quota,mid,exogenous,48,800582,1.0,40.9687
supply_quota,mid,exogenous,49,352945,1.0,57.858
supply_quota,mid,exogenous,50,107176,1.0,42.6451
supply_quota,mid,exogenous,51,97252,1.0,44.0348
supply_quota,mid,exogenous,52,398383,1.0,39.6835
supply_quota,mid,exogenous,53,101415,1.0,41.0684
supply_quota,mid,exogenous,54,376418,1.0,54.8655
supply_quota,mid,exogenous,55,888663,1.0,51.1381
supply_quota,mid,exogenous,56,360664,1.0,34.2707
supply_quota,mid,exogenous,57,633053,1.0,35.757
supply_quota,mid,exogenous,58,277371,1.0,45.8722
supply_quota,mid,exogenous,59,846336,1.0,49.1396
supply_quota,mid,exogenous,60,45562,1.0,47.0804
supply_quota,mid,exogenous,61,765180,1.0,44.7309
supply_quota,mid,exogenous,62,481742,1.0,41.7117
supply_quota,mid,exogenous,63,562276,1.0,41.1455
supply_quota,mid,exogenous,64,130890,1.0,42.4385
supply_quota,mid,exogenous,65,967097,1.0,49.0798
supply_quota,mid,exogenous,66,396923,1.0,37.4683
supply_quota,mid,exogenous,67,82628,1.0,48.3411
supply_quota,mid,exogenous,68,578857,1.0,31.168
supply_quota,mid,exogenous,69,307420,1.0,41.9789
supply_quota,mid,exogenous,70,869694,1.0,44.9001
supply_quota,mid,exogenous,71,659177,1.0,34.9422
supply_quota,mid,exogenous,72,648565,1.0,46.1348
supply_quota,mid,exogenous,73,928464,1.0,48.8784
supply_quota,mid,exogenous,74,903566,1.0,55.1884
supply_quota,mid,exogenous,75,379202,1.0,53.3094
supply_quota,mid,exogenous,76,605398,1.0,41.5621
supply_quota,mid,exogenous,77,201630,1.0,32.596
supply_quota,mid,exogenous,78,738798,1.0,31.7393
supply_quota,mid,exogenous,79,72934,1.0,53.69
supply_quota,mid,exogenous,80,48051,1.0,45.7472
supply_quota,mid,exogenous,81,693385,1.0,32.4852
supply_quota,mid,exogenous,82,238969,1.0,52.255
supply_quota,mid,exogenous,83,810621,1.0,50.1174
supply_quota,mid,exogenous,84,303446,1.0,45.0853
supply_quota,mid,exogenous,85,83668,1.0,48.0474
supply_quota,mid,exogenous,86,896866,1.0,32.1532
supply_quota,mid,exogenous,87,244099,1.0,42.0784
supply_quota,mid,exogenous,88,908574,1.0,53.1023
supply_quota,mid,exogenous,89,105908,1.0,48.0443
supply_quota,mid,exogenous,90,398592,1.0,49.5467
supply_quota,mid,exogenous,91,291477,1.0,46.5626
supply_quota,mid,exogenous,92,475436,1.0,45.7238
supply_quota,mid,exogenous,93,666564,1.0,39.9202
supply_quota,mid,exogenous,94,874629,1.0,58.2662
supply_quota,mid,exogenous,95,382555,1.0,53.9963
supply_quota,mid,exogenous,96,170556,1.0,47.3846
supply_quota,mid,exogenous,97,388163,1.0,41.1732
supply_quota,mid,exogenous,98,372529,1.0,48.8973
supply_quota,mid,exogenous,99,219685,1.0,45.0811
supply_quota,mid,exogenous,100,702730,1.0,52.8336
supply_quota,mid,exogenous,101,279947,1.0,43.471
supply_quota,mid,exogenous,102,735912,1.0,42.8184
supply_quota,mid,exogenous,103,982154,1.0,54.3722
supply_quota,mid,exogenous,104,716752,1.0,38.174
supply_quota,mid,exogenous,105,679515,1.0,47.9141
supply_quota,mid,exogenous,106,74871,1.0,54.3898
supply_quota,mid,exogenous,107,638721,1.0,51.7452
supply_quota,mid,exogenous,108,665823,1.0,35.2647
supply_quota,mid,exogenous,109,179452,1.0,49.006
supply_quota,mid,exogenous,110,560087,1.0,50.5659
supply_quota,mid,exogenous,111,764545,1.0,32.0747
supply_quota,mid,exogenous,112,256703,1.0,36.6804
supply_quota,mid,exogenous,113,171340,1.0,42.688
supply_quota,mid,exogenous,114,484715,1.0,46.8772
supply_quota,mid,exogenous,115,397888,1.0,56.3144
supply_quota,mid,exogenous,116,283061,1.0,44.6368
supply_quota,mid,exogenous,117,970343,1.0,45.1646
supply_quota,mid,exogenous,118,671089,1.0,38.7788
supply_quota,mid,exogenous,119,721591,1.0,41.9808
supply_quota,mid,exogenous,120,584005,1.0,42.404
supply_quota,mid,exogenous,121,230284,1.0,50.3711
supply_quota,mid,exogenous,122,717871,1.0,50.4895
supply_quota,mid,exogenous,123,340036,1.0,42.5632
supply_quota,mid,exogenous,124,883795,1.0,38.8008
supply_quota,mid,exogenous,125,805636,1.0,47.3674
supply_quota,mid,exogenous,126,813695,1.0,48.1064
supply_quota,mid,exogenous,127,58656,1.0,44.7102
supply_quota,mid,exogenous,128,240175,1.0,51.1359
supply_quota,mid,exogenous,129,861723,1.0,37.6003
supply_quota,mid,exogenous,130,33660,1.0,38.3394
supply_quota,mid,exogenous,131,844152,1.0,38.9913
supply_quota,mid,exogenous,132,330777,1.0,43.4409
supply_quota,mid,exogenous,133,420652,1.0,53.528
supply_quota,mid,exogenous,134,280747,1.0,43.0147
supply_quota,mid,exogenous,135,69404,1.0,49.0986
supply_quota,mid,exogenous,136,221232,1.0,38.9312
supply_quota,mid,exogenous,137,957493,1.0,49.1577
supply_quota,mid,exogenous,138,988713,1.0,52.8151
supply_quota,mid,exogenous,139,594732,1.0,41.7035
supply_quota,mid,exogenous,140,918939,1.0,48.2862
supply_quota,mid,exogenous,141,752788,1.0,38.7202
supply_quota,mid,exogenous,142,329964,1.0,36.1857
supply_quota,mid,exogenous,143,222956,1.0,45.3935
supply_quota,mid,exogenous,144,687278,1.0,42.7246
supply_quota,mid,exogenous,145,523482,1.0,49.116
supply_quota,mid,exogenous,146,414851,1.0,35.8578
supply_quota,mid,exogenous,147,927658,1.0,43.7139
supply_quota,mid,exogenous,148,958973,1.0,45.8537
supply_quota,mid,exogenous,149,674080,1.0,39.7754
supply_quota,mid,exogenous,150,481142,1.0,45.061
supply_quota,mid,exogenous,151,149812,1.0,35.523
supply_quota,mid,exogenous,152,277747,1.0,36.9948
supply_quota,mid,exogenous,153,146414,1.0,47.7625
supply_quota,mid,exogenous,154,258608,1.0,38.8298
supply_quota,mid,exogenous,155,781178,1.0,28.6138
supply_quota,mid,exogenous,156,588638,1.0,44.5022
supply_quota,mid,exogenous,157,565159,1.0,41.7824
supply_quota,mid,exogenous,158,275505,1.0,47.9384
supply_quota,mid,exogenous,159,783301,1.0,45.231
supply_quota,mid,exogenous,160,612983,1.0,33.3864
supply_quota,mid,exogenous,161,449246,1.0,41.9356
supply_quota,mid,exogenous,162,941436,1.0,40.0255
supply_quota,mid,exogenous,163,611879,1.0,39.3869
supply_quota,mid,exogenous,164,418802,1.0,49.1547
supply_quota,mid,exogenous,165,379581,1.0,41.6648
supply_quota,mid,exogenous,166,229975,1.0,50.5695
supply_quota,mid,exogenous,167,145052,1.0,43.2803
supply_quota,mid,exogenous,168,534278,1.0,48.2895
supply_quota,mid,exogenous,169,517489,1.0,61.4861
supply_quota,mid,exogenous,170,95326,1.0,42.1605
supply_quota,mid,exogenous,171,792496,1.0,34.8984
supply_quota,mid,exogenous,172,49406,1.0,47.6557
supply_quota,mid,exogenous,173,902932,1.0,41.5189
supply_quota,mid,exogenous,174,114976,1.0,45.9708
supply_quota,mid,exogenous,175,160266,1.0,34.0295
supply_quota,mid,exogenous,176,657925,1.0,51.6186
supply_quota,mid,exogenous,177,167754,1.0,54.1137
supply_quota,mid,exogenous,178,830556,1.0,49.7796
supply_quota,mid,exogenous,179,713537,1.0,35.9637
supply_quota,mid,exogenous,180,442667,1.0,48.4128
supply_quota,mid,exogenous,181,625381,1.0,48.1274
supply_quota,mid,exogenous,182,66614,1.0,42.4083
supply_quota,mid,exogenous,183,403458,1.0,38.9702
supply_quota,mid,exogenous,184,400157,1.0,47.5468
supply_quota,mid,exogenous,185,624835,1.0,42.2361
supply_quota,mid,exogenous,186,490786,1.0,45.7642
supply_quota,mid,exogenous,187,554817,1.0,51.5098
supply_quota,mid,exogenous,188,263627,1.0,43.0491
supply_quota,mid,exogenous,189,580100,1.0,47.4328
supply_quota,mid,exogenous,190,902593,1.0,34.2387
supply_quota,mid,exogenous,191,988211,1.0,41.2284
supply_quota,mid,exogenous,192,12039,1.0,47.6926
supply_quota,mid,exogenous,193,713329,1.0,47.4763
supply_quota,mid,exogenous,194,755732,1.0,49.8916
supply_quota,mid,exogenous,195,120117,1.0,46.0884
supply_quota,mid,exogenous,196,714826,1.0,45.508
supply_quota,mid,exogenous,197,927768,1.0,49.0588
supply_quota,mid,exogenous,198,563055,1.0,43.6866
supply_quota,mid,exogenous,199,787353,1.0,29.0429
producer_signal,mid,endogenous,0,670488,0.3667,34.0093
producer_signal,mid,endogenous,1,116740,0.9,41.4147
producer_signal,mid,endogenous,2,26226,0.4667,26.413
producer_signal,mid,endogenous,3,777573,0.9,41.4261
producer_signal,mid,endogenous,4,288390,0.7333,35.2236
producer_signal,mid,endogenous,5,256788,0.7667,49.9402
producer_signal,mid,endogenous,6,234054,0.5667,30.6506
producer_signal,mid,endogenous,7,146317,0.8333,40.1284
producer_signal,mid,endogenous,8,772247,0.6667,40.1073
producer_signal,mid,endogenous,9,107474,0.9667,57.8724
producer_signal,mid,endogenous,10,709571,0.6333,47.7217
producer_signal,mid,endogenous,11,776647,0.9,50.4174
producer_signal,mid,endogenous,12,935519,0.8333,44.1803
producer_signal,mid,endogenous,13,571859,0.8333,44.4355
producer_signal,mid,endogenous,14,91162,0.5333,29.9576
producer_signal,mid,endogenous,15,619177,0.6667,36.2556
producer_signal,mid,endogenous,16,442418,0.9667,37.5728
producer_signal,mid,endogenous,17,33327,0.9,63.6151
producer_signal,mid,endogenous,18,31245,0.9,49.3452
producer_signal,mid,endogenous,19,98247,0.9333,46.343
producer_signal,mid,endogenous,20,229259,0.9667,55.8823
producer_signal,mid,endogenous,21,243963,0.7333,51.2566
producer_signal,mid,endogenous,22,529904,0.8,53.0456
producer_signal,mid,endogenous,23,631263,0.6667,46.7081
producer_signal,mid,endogenous,24,27825,0.5667,34.7616
producer_signal,mid,endogenous,25,588509,0.7333,41.8086
producer_signal,mid,endogenous,26,208497,0.7,39.1756
producer_signal,mid,endogenous,27,750801,0.8,40.2416
producer_signal,mid,endogenous,28,681454,0.5,43.6827
producer_signal,mid,endogenous,29,735393,0.3,31.842
producer_signal,mid,endogenous,30,571413,0.5333,42.3123
producer_signal,mid,endogenous,31,439899,0.7333,53.5814
producer_signal,mid,endogenous,32,231149,0.7,25.9549
producer_signal,mid,endogenous,33,471030,0.7,40.249
producer_signal,mid,endogenous,34,617890,0.9667,47.9418
producer_signal,mid,endogenous,35,291705,0.4667,45.1446
producer_signal,mid,endogenous,36,848750,0.8667,42.3389
producer_signal,mid,endogenous,37,911528,0.8,41.4016
producer_signal,mid,endogenous,38,6815,0.8,44.9346
producer_signal,mid,endogenous,39,795668,0.8333,42.3062
producer_signal,mid,endogenous,40,844963,0.5667,41.502
producer_signal,mid,endogenous,41,167415,0.9667,52.2319
producer_signal,mid,endogenous,42,732053,0.7667,48.6466
producer_signal,mid,endogenous,43,443144,0.6333,33.0462
producer_signal,mid,endogenous,44,356779,0.7,25.9457
producer_signal,mid,endogenous,45,291370,0.7667,42.2822
producer_signal,mid,endogenous,46,163033,0.5333,40.8406
producer_signal,mid,endogenous,47,225773,0.7,39.6821
producer_signal,mid,endogenous,48,800582,0.7333,36.546
producer_signal,mid,endogenous,49,352945,0.7333,51.7455
producer_signal,mid,endogenous,50,107176,0.8,42.3337
producer_signal,mid,endogenous,51,97252,0.9,40.7665
producer_signal,mid,endogenous,52,398383,0.7333,42.0026
producer_signal,mid,endogenous,53,101415,0.9667,40.6823
producer_signal,mid,endogenous,54,376418,0.7,46.9144
producer_signal,mid,endogenous,55,888663,0.5,34.9287
producer_signal,mid,endogenous,56,360664,0.9667,40.8443
producer_signal,mid,endogenous,57,633053,0.8667,32.6948
producer_signal,mid,endogenous,58,277371,0.8667,38.2468
producer_signal,mid,endogenous,59,846336,0.9,49.6708
producer_signal,mid,endogenous,60,45562,0.8667,49.408
producer_signal,mid,endogenous,61,765180,0.4333,27.623
producer_signal,mid,endogenous,62,481742,0.7667,43.2744
producer_signal,mid,endogenous,63,562276,0.8667,36.0757
producer_signal,mid,endogenous,64,130890,0.5667,42.8667
producer_signal,mid,endogenous,65,967097,0.6667,45.6282
producer_signal,mid,endogenous,66,396923,0.5333,29.7761
producer_signal,mid,endogenous,67,82628,0.8667,40.3974
producer_signal,mid,endogenous,68,578857,0.8,37.4961
producer_signal,mid,endogenous,69,307420,0.6,42.8131
producer_signal,mid,endogenous,70,869694,0.7,41.0204
producer_signal,mid,endogenous,71,659177,0.4667,33.751
producer_signal,mid,endogenous,72,648565,0.5667,36.7597
producer_signal,mid,endogenous,73,928464,0.6,38.9658
producer_signal,mid,endogenous,74,903566,0.9667,55.2898
producer_signal,mid,endogenous,75,379202,0.2333,34.3749
producer_signal,mid,endogenous,76,605398,0.8667,41.1561
producer_signal,mid,endogenous,77,201630,0.9333,37.062
producer_signal,mid,endogenous,78,738798,0.8,35.132
producer_signal,mid,endogenous,79,72934,0.7667,42.8954
producer_signal,mid,endogenous,80,48051,0.5333,40.9605
producer_signal,mid,endogenous,81,693385,0.8,34.9143
producer_signal,mid,endogenous,82,238969,0.8333,55.5299
producer_signal,mid,endogenous,83,810621,0.5333,33.7566
producer_signal,mid,endogenous,84,303446,0.7667,38.5822
producer_signal,mid,endogenous,85,83668,0.6,49.9464
producer_signal,mid,endogenous,86,896866,0.7333,35.115
producer_signal,mid,endogenous,87,244099,0.7667,42.111
producer_signal,mid,endogenous,88,908574,0.7667,38.9509
producer_signal,mid,endogenous,89,105908,0.7333,44.2351
producer_signal,mid,endogenous,90,398592,0.8333,46.3989
producer_signal,mid,endogenous,91,291477,0.9,43.1557
producer_signal,mid,endogenous,92,475436,0.6,38.9205
producer_signal,mid,endogenous,93,666564,0.9333,52.7878
producer_signal,mid,endogenous,94,874629,0.7,51.1084
producer_signal,mid,endogenous,95,382555,0.8,39.6869
producer_signal,mid,endogenous,96,170556,0.7,42.1394
producer_signal,mid,endogenous,97,388163,0.8,36.4128
producer_signal,mid,endogenous,98,372529,0.5667,47.7553
producer_signal,mid,endogenous,99,219685,0.9333,39.5877
producer_signal,mid,endogenous,100,702730,0.5333,39.5351
producer_signal,mid,endogenous,101,279947,0.5333,31.7929
producer_signal,mid,endogenous,102,735912,0.6,33.1511
producer_signal,mid,endogenous,103,982154,0.6667,47.8363
producer_signal,mid,endogenous,104,716752,0.7,40.5586
producer_signal,mid,endogenous,105,679515,0.5,33.2099
producer_signal,mid,endogenous,106,74871,0.8667,51.8605
producer_signal,mid,endogenous,107,638721,0.9333,52.9086
producer_signal,mid,endogenous,108,665823,0.9,38.3271
producer_signal,mid,endogenous,109,179452,0.3333,35.2462
producer_signal,mid,endogenous,110,560087,0.4667,38.0878
producer_signal,mid,endogenous,111,764545,0.9333,32.2071
producer_signal,mid,endogenous,112,256703,0.9333,43.9887
producer_signal,mid,endogenous,113,171340,0.6333,38.9
producer_signal,mid,endogenous,114,484715,0.6333,41.8522
producer_signal,mid,endogenous,115,397888,0.7667,41.9961
producer_signal,mid,endogenous,116,283061,0.4333,35.057
producer_signal,mid,endogenous,117,970343,0.5667,40.1674
producer_signal,mid,endogenous,118,671089,0.5667,31.3427
producer_signal,mid,endogenous,119,721591,0.3,35.0758
producer_signal,mid,endogenous,120,584005,0.8,44.4648
producer_signal,mid,endogenous,121,230284,0.5667,28.9212
producer_signal,mid,endogenous,122,717871,0.6333,41.4622
producer_signal,mid,endogenous,123,340036,0.7667,41.9821
producer_signal,mid,endogenous,124,883795,0.8333,44.7152
producer_signal,mid,endogenous,125,805636,0.9333,53.3874
producer_signal,mid,endogenous,126,813695,0.6333,40.7211
producer_signal,mid,endogenous,127,58656,0.2333,31.2521
producer_signal,mid,endogenous,128,240175,0.4667,41.9061
producer_signal,mid,endogenous,129,861723,0.6333,38.481
producer_signal,mid,endogenous,130,33660,0.9333,48.221
producer_signal,mid,endogenous,131,844152,0.7,38.0833
producer_signal,mid,endogenous,132,330777,0.5333,37.8524
producer_signal,mid,endogenous,133,420652,0.5333,43.8761
producer_signal,mid,endogenous,134,280747,0.8333,49.318
producer_signal,mid,endogenous,135,69404,0.8333,52.9049
producer_signal,mid,endogenous,136,221232,0.7667,37.5206
producer_signal,mid,endogenous,137,957493,0.5667,33.2817
producer_signal,mid,endogenous,138,988713,0.8333,44.0468
producer_signal,mid,endogenous,139,594732,0.9667,52.613
producer_signal,mid,endogenous,140,918939,0.6667,45.3197
producer_signal,mid,endogenous,141,752788,0.8667,52.8533
producer_signal,mid,endogenous,142,329964,0.8,36.8802
producer_signal,mid,endogenous,143,222956,0.7333,45.1662
producer_signal,mid,endogenous,144,687278,0.5667,36.1773
producer_signal,mid,endogenous,145,523482,0.9333,45.2178
producer_signal,mid,endogenous,146,414851,0.4,29.7245
producer_signal,mid,endogenous,147,927658,0.7667,32.905
producer_signal,mid,endogenous,148,958973,0.9667,45.1621
producer_signal,mid,endogenous,149,674080,0.8333,47.345
producer_signal,mid,endogenous,150,481142,0.8,44.9103
producer_signal,mid,endogenous,151,149812,0.9667,41.4944
producer_signal,mid,endogenous,152,277747,0.4,30.5778
producer_signal,mid,endogenous,153,146414,0.6,35.7588
producer_signal,mid,endogenous,154,258608,1.0,53.4078
producer_signal,mid,endogenous,155,781178,0.8667,34.8179
producer_signal,mid,endogenous,156,588638,0.9,54.7217
producer_signal,mid,endogenous,157,565159,0.8333,44.4721
producer_signal,mid,endogenous,158,275505,0.8333,51.3503
producer_signal,mid,endogenous,159,783301,0.6,42.476
producer_signal,mid,endogenous,160,612983,0.8333,42.7287
producer_signal,mid,endogenous,161,449246,0.8667,53.2525
producer_signal,mid,endogenous,162,941436,0.7333,37.1219
producer_signal,mid,endogenous,163,611879,0.8,42.5559
producer_signal,mid,endogenous,164,418802,0.7333,42.0744
producer_signal,mid,endogenous,165,379581,0.7667,44.4536
producer_signal,mid,endogenous,166,229975,0.9333,55.8754
producer_signal,mid,endogenous,167,145052,0.9,38.9338
producer_signal,mid,endogenous,168,534278,0.8667,47.4177
producer_signal,mid,endogenous,169,517489,0.7,52.0298
producer_signal,mid,endogenous,170,95326,0.6667,43.0772
producer_signal,mid,endogenous,171,792496,0.9,33.3949
producer_signal,mid,endogenous,172,49406,0.7333,41.0622
producer_signal,mid,endogenous,173,902932,0.9,39.8573
producer_signal,mid,endogenous,174,114976,0.7333,39.0387
producer_signal,mid,endogenous,175,160266,0.9,45.5381
producer_signal,mid,endogenous,176,657925,0.5,36.9253
producer_signal,mid,endogenous,177,167754,0.9667,51.3367
producer_signal,mid,endogenous,178,830556,0.9333,50.6445
producer_signal,mid,endogenous,179,713537,0.6667,32.0483
producer_signal,mid,endogenous,180,442667,0.8333,46.9438
producer_signal,mid,endogenous,181,625381,0.6667,41.3192
producer_signal,mid,endogenous,182,66614,0.5667,41.8488
producer_signal,mid,endogenous,183,403458,0.9,42.47
producer_signal,mid,endogenous,184,400157,1.0,42.0029
producer_signal,mid,endogenous,185,624835,0.7333,40.3919
producer_signal,mid,endogenous,186,490786,0.6333,38.4603
producer_signal,mid,endogenous,187,554817,0.5667,41.6876
producer_signal,mid,endogenous,188,263627,0.8,41.5976
producer_signal,mid,endogenous,189,580100,0.4667,23.1382
producer_signal,mid,endogenous,190,902593,0.8,41.608
producer_signal,mid,endogenous,191,988211,0.6,44.3729
producer_signal,mid,endogenous,192,12039,0.8667,43.7206
producer_signal,mid,endogenous,193,713329,1.0,52.8968
producer_signal,mid,endogenous,194,755732,0.7,45.5448
producer_signal,mid,endogenous,195,120117,0.7333,43.1874
producer_signal,mid,endogenous,196,714826,0.6,40.179
producer_signal,mid,endogenous,197,927768,0.3667,35.8059
producer_signal,mid,endogenous,198,563055,0.3333,29.515
producer_signal,mid,endogenous,199,787353,0.6,31.7865
producer_signal,mid,exogenous,0,670488,1.0,46.1126
producer_signal,mid,exogenous,1,116740,1.0,43.2919
producer_signal,mid,exogenous,2,26226,1.0,37.9362
producer_signal,mid,exogenous,3,777573,1.0,44.009
producer_signal,mid,exogenous,4,288390,1.0,38.7052
producer_signal,mid,exogenous,5,256788,1.0,60.3996
producer_signal,mid,exogenous,6,234054,1.0,43.2488
producer_signal,mid,exogenous,7,146317,1.0,45.4187
